title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"America: Our Defining Hours",tv,"Documentary, History",2020,tt13227634,6.6,39,
"Detective Novice: Midnight Runner",tv,Drama,2020,tt13129688,7.2,67,
,tv,Reality,2020,,,,
"Shakunetsu Kabaddi",tv,"Action, Animation, Comedy",2021,tt13221420,7,602,
"My Housekeeper Nagisa-san",tv,"Drama, Romance",2020,tt12851574,6.6,232,
"The New York Times Presents",tv,"Biography, Crime, Documentary",2020,tt12673630,6.7,643,
"1990s: The Deadliest Decade",tv,Crime,2018,tt9250894,7.3,221,
Candy,tv,"Biography, Crime, Drama",2022,tt13729648,7.1,26518,
Woke,tv,Comedy,2020,tt9223870,6.7,3808,
"THE IDOLM@STER Million Live!",tv,"Animation, Music, Musical",2023,tt12648404,7.2,31,
"Tototsu ni Egypt Kami",tv,"Comedy, Fantasy",2020,tt12912752,6.2,42,
"Cursed in Love",tv,"Drama, Mystery, Romance",2020,tt12221504,7.2,453,
"Who Killed Jeffrey Epstein?",tv,Documentary,2020,tt11859586,6.4,153,
SurrealEstate,tv,"Drama, Fantasy, Mystery",2021,tt11952974,7.1,5581,
"Law & Order: Organized Crime",tv,"Action, Crime, Drama",2021,tt12677870,7.7,11714,
,tv,,2020,,,,
,tv,Drama,2020,,,,
"All Saints Street",tv,"Animation, Comedy, Fantasy",2020,tt12809744,7.3,198,
"My Dangerous Wife",tv,"Crime, Mystery, Thriller",2020,tt13067258,7.5,141,
,tv,Drama,2020,,,,
"Fena: Pirate Princess",tv,"Action, Adventure, Animation",2021,tt12779780,7,1103,
"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway",tv,"Animation, Comedy, Drama",2021,tt13198632,7.4,4419,
MIU404,tv,"Crime, Drama, Mystery",2020,tt13068006,7.3,980,
"Founding Fathers",tv,"Documentary, History",2000,tt0268808,7.5,152,
"Let's Make a Mug Too",tv,"Animation, Comedy",2021,tt12798548,6.6,104,
"The Founder of Diabolism Q",tv,"Animation, Comedy, Fantasy",2020,tt29433907,8.2,51,
"O Maidens in Your Savage Season",tv,"Comedy, Drama, Romance",2020,tt12681568,6.6,42,
"Daddy Is My Classmate",tv,Comedy,2020,tt12892366,6.8,151,
"My Family's Deadly Secret",tv,"Crime, Drama",2020,tt12643882,6.8,29,
"Those Snow White Notes",tv,"Animation, Drama, Music",2021,tt12814598,7.4,503,
"The Way of the Househusband",tv,"Comedy, Crime, Drama",2020,tt13097730,7,379,
Reset,tv,Short,2006,tt0827753,6.7,7,
"Shitsuren hoken: Kokuraseya",tv,Drama,2011,tt1854903,,,
"Secrets of the Whales",tv,"Adventure, Documentary",2021,tt12824750,8.4,1125,
"Untold Stories of Hip Hop",tv,Talk-Show,2019,tt10715140,6.4,67,
"Peach Boy Riverside",tv,"Action, Animation, Fantasy",2021,tt13022022,6.2,570,
Monsterland,tv,"Drama, Fantasy, Horror",2020,tt10404698,5.7,3462,
Animaniacs,tv,"Adventure, Animation, Comedy",2020,tt6951546,7.7,4271,
"Eater's Guide to the World",tv,Documentary,2020,tt10276462,6.7,110,
"Mashin Hero Wataru: The Seven Spirits of Ryujinmaru",tv,"Animation, Family",2020,tt12502802,,,
,tv,"Drama, Comedy",2020,,,,
,tv,Drama,2019,,,,
"Oishii Kyushoku",tv,Drama,2019,tt11569120,7.8,22,
Future-Worm!,tv,"Animation, Comedy, Family",2016,tt4715134,5.4,317,
"Cardfight!! Vanguard (2018)",tv,Action,2018,tt26758084,6.5,14,
,tv,Drama,2020,,,,
,tv,"Crime, Mystery, Sci-Fi & Fantasy",2018,,,,
,tv,Drama,2014,,,,
"Doubling Down with the Derricos",tv,Reality-TV,2020,tt13091762,4.6,293,
"First Day",tv,Drama,2020,tt10614090,6.8,320,
"Life Below Zero: Next Generation",tv,Reality-TV,2020,tt13049144,5.6,357,
,tv,Drama,2017,,,,
,tv,Reality,2019,,,,
,tv,Drama,2017,,,,
,tv,Drama,2020,,,,
,tv,"Drama, Comedy",2019,,,,
"Tantei ga hayasugiru",tv,Crime,2018,tt9036132,6,17,
"Garo: The Makai Flower",tv,"Action, Drama, Fantasy",2014,tt11656584,8.4,29,
"Baby Daddy",tv,Drama,2015,tt4778664,6.4,9,
,tv,"Crime, Drama",2020,,,,
"Kono koi atatamemasuka",tv,"Drama, Romance",2020,tt13340300,6.8,58,
"Lunch at a Famous Building",tv,Drama,2020,tt15572986,6.5,16,
"Dr. Ramune -Mysterious Disease Specialist-",tv,"Animation, Drama, Fantasy",2021,tt13308820,6.7,245,
"Scar on the Praeter",tv,"Action, Animation, Sci-Fi",2021,tt13041916,5.9,75,
"Sora o miageru shôjo no hitomi ni utsuru sekai",tv,"Action, Animation, Fantasy",2009,tt1356888,5.9,36,
"Madagascar: A Little Wild",tv,"Adventure, Animation, Comedy",2020,tt11714912,5.9,317,
,tv,,2020,,,,
"Azur Lane: Slow Ahead!",tv,"Animation, Comedy, Romance",2021,tt13084120,7.1,105,
,tv,"Crime, Action & Adventure",2015,,,,
"Requiem of the Rose King",tv,"Animation, Drama, History",2022,tt14979604,4.8,325,
"Stars in the Deep",tv,Mystery,2015,tt4776076,4.8,15,
"The Brave of Gold Goldran",tv,"Action, Animation, Fantasy",1995,tt0143024,7.8,19,
Horimiya,tv,"Animation, Comedy, Drama",2021,tt13103134,8,20034,
"The Alaska Triangle",tv,"Documentary, Mystery, Sci-Fi",2020,tt11011652,5.6,363,
"Dr. Pimple Popper: Before the Pop",tv,Reality-TV,2020,tt13137114,5.2,49,
Godan,tv,Mystery,2015,tt5050490,,,
"No Man's Land",tv,"Drama, Thriller, War",2020,tt8335218,7.8,4243,
Real-Fake,tv,Drama,2019,tt11767964,,,
,tv,,2014,,,,
"SK8 the Infinity",tv,"Adventure, Animation, Comedy",2021,tt13129190,8,5718,
,tv,"Crime, Comedy",2012,,,,
,tv,Drama,2020,,,,
,tv,Drama,2020,,,,
"Temisu no kyûkei",tv,Mystery,2015,tt4541632,,,
"Show by Rock!! Stars!!",tv,"Animation, Comedy, Fantasy",2021,tt23866094,6.3,17,
"Marry Me!",tv,Drama,2020,tt13958982,7.2,87,
Dicktown,tv,"Animation, Comedy, Mystery",2020,tt12956576,6.8,843,
Dopesick,tv,Drama,2021,tt9174558,8.6,87105,
,tv,Drama,2020,,,,
"The Road to Murder",tv,"Comedy, Crime",2020,tt12819662,7.2,53,
"Bungo Stray Dogs Wan!",tv,"Animation, Comedy, Fantasy",2021,tt13192574,7.5,721,
,tv,Drama,2016,,,,
"Burn the Witch",tv,"Animation, Fantasy",2020,tt12011442,6.7,1589,
,tv,Drama,2020,,,,
,tv,Drama,2015,,,,
"Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!",tv,"Comedy, Fantasy, Romance",2020,tt13243836,8.2,3207,
,tv,Drama,2020,,,,
,tv,,2009,,,,
"Kikenna Venus",tv,"Drama, Mystery",2020,tt13642014,6.7,68,
"Wonder Egg Priority",tv,"Action, Animation, Drama",2021,tt13248076,7.3,4798,
"Katakoi gurume nikki",tv,Drama,2020,tt20454166,6.4,9,
"Women of the Movement",tv,"Biography, Drama, History",2022,tt10774460,7.4,1799,
M.O.D.O.K.,tv,"Action, Animation, Comedy",2021,tt9811118,6.4,6479,
"Ghum Hai Kisikey Pyaar Meiin",tv,"Drama, Romance",2020,tt13085534,4.1,1960,
,tv,"Crime, Drama",2020,,,,
,tv,Drama,2020,,,,
"The Con",tv,"Crime, Documentary",2020,tt13284802,7.2,308,
,tv,Comedy,2020,,,,
,tv,"Documentary, Crime",2020,,,,
"Tsukimichi: Moonlit Fantasy",tv,"Action, Adventure, Animation",2021,tt13311344,7.6,4584,
"6 from High & Low: The Worst",tv,"Action, Comedy, Drama",2020,tt20870620,8.4,66,
"The Mighty Ones",tv,"Animation, Comedy, Family",2020,tt11714946,6.4,184,
"Our Sister's Soulmate",tv,"Drama, Family, Romance",2020,tt13038900,7.3,150,
"Kageki Shojo!!",tv,"Animation, Comedy, Drama",2021,tt13351056,7.3,243,
"The Sister",tv,"Drama, Mystery, Thriller",2020,tt10642480,5.9,3311,
"Kyoufu Shinbun",tv,Horror,2020,tt13422590,6.7,35,
,tv,Drama,1997,,,,
"Bite Size Halloween",tv,Horror,2020,tt21335916,6.1,343,
"Tokugawa bugei-chô: Yagyû san-dai no ken",tv,Drama,1993,tt1360090,7.9,12,
,tv,"Documentary, Drama",2020,,,,
"Heaven Official's Blessing",tv,"Action, Adventure, Animation",2020,tt13375866,8.2,3515,
"In House Marriage Honey",tv,"Comedy, Romance",2020,tt13834838,7.2,527,
Morphle,tv,"Adventure, Animation, Family",2019,tt10087694,4.1,151,
Cue!,tv,"Animation, Music",2022,tt13398930,7.4,81,
"Kartik Purnima",tv,Drama,2020,tt11590094,8.6,17,
"Yoru ga dorehodo kurakutemo",tv,"Drama, Mystery",2020,tt13511190,6.1,18,
"Cute Executive Officer",tv,"Animation, Comedy",2021,tt13567394,6.6,22,
"Evil Lives Here: Shadows of Death",tv,"Crime, Documentary",2020,tt13440300,7.5,347,
"I Love a Mama's Boy",tv,Reality-TV,2020,tt13392648,4.9,362,
Bakuten!,tv,"Animation, Comedy, Drama",2021,tt13412606,7.2,352,
,tv,Comedy,2019,,,,
"The Vampire Dies in No Time",tv,"Animation, Comedy, Fantasy",2021,tt12279682,6.6,406,
"VazzRock the Animation",tv,Animation,2022,tt22266604,4.6,16,
"HPI Haut Potentiel Intellectuel",tv,"Comedy, Crime, Mystery",2021,tt14060708,7.6,3042,
"Thus Spoke Kishibe Rohan",tv,"Adventure, Drama, Fantasy",2020,tt13280486,7.4,300,
,tv,"Action & Adventure, Sci-Fi & Fantasy",2018,,,,
"The First 48",tv,Crime,2020,tt13423730,8.3,176,
Rehearsals,tv,"Comedy, Romance",2020,tt13464060,8.7,705,
"The Hardy Boys",tv,"Adventure, Drama, Family",2020,tt11252090,7,3895,
"My Feet Are Killing Me: First Steps",tv,Reality-TV,2020,tt13923662,6.9,16,
,tv,"Animation, Action & Adventure, Sci-Fi & Fantasy",2004,,,,
,tv,"Animation, Comedy, Mystery, Sci-Fi & Fantasy",2014,,,,
"Super Radical Gag Family",tv,"Action, Animation, Comedy",1998,tt4863962,7.2,9,
"History's Greatest Mysteries",tv,"Documentary, History, Mystery",2020,tt11947238,6.9,956,
,tv,"Drama, Mystery",2020,,,,
"Girlfriend, Girlfriend",tv,"Animation, Comedy, Romance",2021,tt13463778,6.5,1809,
"Hand Of God",tv,Drama,2019,tt10102632,,,
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside",tv,"Adventure, Animation, Comedy",2021,tt13483212,6.7,2133,
,tv,Drama,2020,,,,
"Two Pink Doors",tv,Comedy,2019,tt11621018,6.2,111,
"Beyond Oak Island",tv,"Documentary, Reality-TV",2020,tt13354560,6,333,
TrollsTopia,tv,"Adventure, Animation, Comedy",2020,tt11714932,5.4,285,
"Hareluya II BØY",tv,"Action, Animation, Comedy",1997,tt3982472,6.5,15,
"Remake Our Life!",tv,"Animation, Comedy, Drama",2021,tt13528102,6.9,1344,
"Trafficked with Mariana Van Zeller",tv,Documentary,2020,tt10370750,8.4,1534,
"Date My Daughter!",tv,"Comedy, Romance",2021,tt13832788,6.6,92,
,tv,Drama,2021,,,,
"Pension Metsa",tv,Drama,2021,tt13853024,7.6,82,
"Tokkai - furyô saiken tokubetsu kaishû bu -",tv,Drama,2021,tt13872286,6.3,15,
,tv,Drama,2021,,,,
Quiz,tv,"Crime, Mystery, Thriller",2000,tt1321297,6.8,14,
Scandal,tv,Drama,2008,tt1346141,7.9,13,
"Puraore! Pride of Orange",tv,"Animation, Sport",2021,tt13628864,5.8,59,
,tv,,2003,,,,
"The Night Beyond the Tricornered Window",tv,"Animation, Fantasy, Horror",2021,tt13870312,6.2,219,
"Robert Durst: An ID Murder Mystery",tv,Crime,2019,tt9726390,6.6,66,
"Chainsaw Man",tv,"Action, Animation, Comedy",2022,tt13616990,8.3,77631,
"Home Economics",tv,Comedy,2021,tt9214684,6.9,6714,
"Yoru no sensei",tv,Comedy,2014,tt3379530,7,11,
"Harem in the Labyrinth of Another World",tv,"Action, Adventure, Animation",2022,tt13628870,6.4,2211,
"Star Wars: Visions",tv,"Action, Adventure, Animation",2021,tt13622982,7,25952,
"Cooku with Comali",tv,Reality-TV,2019,tt13464516,9.2,1731,
"Name That Tune",tv,"Game-Show, Music",2021,tt13491734,5.4,734,
"Killer Cases",tv,Crime,2020,tt14055798,7.3,371,
"Container Homes",tv,Reality-TV,2016,tt5608176,6.2,47,
"Celebrity Wheel of Fortune",tv,"Family, Game-Show",2021,tt13438882,7.1,291,
"90 Day Diaries",tv,Reality-TV,2021,tt13787288,4.8,156,
"Fixer Upper: Welcome Home",tv,Reality-TV,2021,tt13957038,7.5,368,
"Platinum End",tv,"Action, Animation, Drama",2021,tt13676300,6.1,2225,
"Love You as the World Ends",tv,"Action, Horror, Mystery",2021,tt14300330,6.3,225,
"Pam & Tommy",tv,"Biography, Comedy, Drama",2022,tt13659418,7.2,42318,
"Taiyô no yûsha Fighbird",tv,"Action, Adventure, Animation",1991,tt0142895,7.2,24,
"Taisho Otome Fairy Tale",tv,"Animation, Comedy, Drama",2021,tt13677314,7.6,751,
"Backroad Truckers",tv,Documentary,2021,tt13833752,6.5,150,
,tv,"Drama, Comedy",2020,,,,
"Hataraki Man",tv,"Animation, Comedy, Drama",2006,tt0928092,6.9,98,
"Criminal Justice: Behind Closed Doors",tv,"Crime, Drama, Mystery",2020,tt13690576,7.4,9732,
"Shaurya Aur Anokhi Ki Kahaani",tv,Drama,2020,tt13562400,7.1,4327,
"The Saint's Magic Power Is Omnipotent",tv,"Animation, Fantasy, Romance",2021,tt13049906,7,1537,
"Kitaro second work",tv,"Action, Animation, Fantasy",1971,tt0189269,6.7,67,
"Gegege no Kitarô",tv,"Action, Animation, Comedy",1985,tt0189270,7.6,33,
"Where Did My Skirt Go?",tv,Drama,2019,tt10005384,7.6,52,
"Gold Rush: Mine Rescue with Freddy & Juan",tv,Reality-TV,2021,tt13610512,8.1,546,
"Jag Jaanani Maa Vaishnodevi - Kahani Mata Rani Ki",tv,Drama,2019,tt10956052,8.9,80,
"Shikimori's Not Just a Cutie",tv,"Animation, Comedy, Drama",2022,tt15529074,6.7,3975,
"Mystery at Blind Frog Ranch",tv,Reality-TV,2021,tt13634306,6.1,1088,
"All You Can Eat",tv,Documentary,2013,tt2994712,6,38,
"American Detective with Lt. Joe Kenda",tv,"Crime, Documentary",2021,tt11595618,8.1,743,
"The Proof is Out There",tv,Documentary,2021,tt13951868,6.5,508,
"Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu",tv,"Action, Animation, Fantasy",2021,tt13807542,5.7,59,
,tv,Drama,2021,,,,
"Hikinukiya~Headhunter no Ryugi~",tv,Horror,2019,tt11353720,5,8,
"Captivated, by You",tv,"Comedy, Drama",2021,tt13859678,6.8,57,
,tv,Drama,2021,,,,
"School Wars",tv,Drama,1984,tt0211861,8.8,10,
,tv,Drama,2021,,,,
"The Aquatope on White Sand",tv,"Animation, Drama",2021,tt13851952,7.3,398,
"Odd Taxi",tv,"Animation, Comedy, Crime",2021,tt14134550,8.4,6899,
"Heaven and Hell: Soul Exchange",tv,Crime,2021,tt14316440,6.8,774,
"Sacrificial Princess & the King of Beasts",tv,"Animation, Drama, Fantasy",2023,tt21929436,7.1,507,
"Pui Pui Molcar",tv,"Animation, Comedy, Family",2021,tt14202738,8,629,
"Shi no zôki",tv,Mystery,2015,tt4697060,,,
"Red Eyes",tv,"Crime, Mystery, Drama",2021,tt15256028,6.5,26,
"Mokomi, She's a Little Mysterious",tv,"Drama, Fantasy",2021,tt15042814,6.2,8,
"Hell's Paradise: Jigokuraku",tv,"Action, Adventure, Animation",2023,tt13911284,8.1,21192,
"Hip Hop Uncovered",tv,"Documentary, Music",2021,tt10773770,7.4,350,
"IDOLiSH7 Vibrato",tv,"Music, Short",2018,tt9001710,8,45,
"Celebrity Best Home Cook",tv,Reality-TV,2021,tt13886242,8.4,92,
"Curious George",tv,"Animation, Family",1980,tt0277477,6.7,158,
"The Legend of Hanuman",tv,"Action, Adventure, Animation",2021,tt13854248,9.1,13495,
"Pandya Store",tv,Drama,2021,tt13717758,5.1,818,
"Yuuki Yuuna wa Yuusha de Aru Churutto!",tv,Animation,2021,tt12396208,5.9,13,
"The Genius Prince's Guide to Raising a Nation Out of Debt",tv,"Animation, Comedy, Fantasy",2022,tt13956466,7,1390,
"The Strongest Sage with the Weakest Crest",tv,"Adventure, Animation, Fantasy",2022,tt15441424,6.3,1633,
"The Executioner and Her Way of Life",tv,"Action, Adventure, Animation",2022,tt13956452,7.5,2387,
"Summer Time Rendering",tv,"Animation, Drama, Fantasy",2022,tt15686254,8.2,8540,
"Jouran: The Princess of Snow and Blood",tv,"Action, Animation, Fantasy",2021,tt14022814,6.1,340,
"The Duke of Death and His Maid",tv,"Animation, Comedy, Drama",2021,tt13971512,7.1,1049,
"Tokyo Mew Mew New",tv,"Action, Adventure, Animation",2022,tt12299696,6.2,133,
,tv,,2015,,,,
"Peter no sôretsu",tv,"Crime, Drama, Mystery",2014,tt3734918,7.3,20,
"The Gutsy Frog",tv,Comedy,2015,tt4658636,6.7,18,JP
,tv,,2020,,,,
OceanXplorers,tv,"Adventure, Documentary",2024,tt32589989,7.1,326,
"Nightwatch Nation",tv,"Crime, Reality-TV",2018,tt21603842,8.5,25,
"The Quiz Show",tv,"Action, Drama, Thriller",2008,tt2581662,7.4,67,
,tv,,2020,,,,
Creamerie,tv,Comedy,2021,tt14301316,6.8,1404,
"Kahaan Hum Kahaan Tum",tv,"Comedy, Drama, Romance",2019,tt10351232,7.5,798,
"The Slime Diaries: That Time I Got Reincarnated as a Slime",tv,"Action, Adventure, Animation",2021,tt14408130,6.8,919,
Sasquatch,tv,"Crime, Documentary, History",2021,tt14035948,6.3,1745,
"Live Telecast",tv,Horror,2021,tt12299732,4,1401,
,tv,Drama,2021,,,,
"Blue Reflection Ray",tv,"Action, Animation, Drama",2021,tt14043600,6.2,69,
,tv,Drama,2021,,,,
"Aoki vanpaia no nayami",tv,Fantasy,2021,tt14012138,5.4,9,
"The Pursuit of Love",tv,"Drama, Romance",2021,tt10556338,6.7,5778,
,tv,Reality,2021,,,,
,tv,"Drama, Comedy, Mystery",2018,,,,
Oussekine,tv,"Biography, Drama, Mystery",2022,tt14066198,7.4,520,
"The Good Mothers",tv,"Crime, Drama",2023,tt14206696,7.6,1939,
"Bocchi the Rock!",tv,"Animation, Comedy, Drama",2022,tt17158756,8.3,6771,
"Neko Neko Nihonshi",tv,"Animation, Comedy, History",2016,tt11653472,6.5,13,
"Oh Jerome, No",tv,Comedy,2019,tt10135740,7.8,346,
"Soul of a Nation",tv,News,2021,tt14142568,5.7,235,
"Farmhouse Fixer",tv,Reality-TV,2021,tt9426360,8.2,436,
"In the Land of Leadale",tv,"Adventure, Animation, Comedy",2022,tt14506186,6.6,958,
"Color of Romance",tv,"Drama, Romance",2021,tt14163962,6.1,89,
"The Eminence in Shadow",tv,"Action, Adventure, Animation",2022,tt14115938,7.8,11211,
"Victoria's Secret: Angels and Demons",tv,Documentary,2022,tt19784922,6.3,927,
,tv,Comedy,2021,,,,
Galácticos,tv,"Documentary, Sport",2021,tt15186162,6.9,177,
"Tropical-Rouge! Pretty Cure",tv,"Action, Adventure, Animation",2021,tt13721276,7.8,86,
Bloods,tv,Comedy,2021,tt11898696,6.8,2017,
"Aap Ki Nazron Ne Samjha",tv,Drama,2021,tt14032106,4.5,277,
,tv,"Animation, Kids",2021,,,,
,tv,Drama,2021,,,,
"Biography: WWE Legends",tv,"Biography, Documentary, Sport",2021,tt14403784,8.4,966,
,tv,Drama,2021,,,,
"Yonimo kimyôna kimi monogatari",tv,Drama,2021,tt14181082,6.6,13,
"Spy x Family",tv,"Action, Animation, Comedy",2022,tt13706018,8.3,51805,
Infuruensu,tv,Drama,2021,tt14285978,7.5,95,
"Mehndi Hai Rachne Waali",tv,"Drama, Romance",2021,tt13937912,7.1,1962,
"The Greatest Demon Lord Is Reborn as a Typical Nobody",tv,"Action, Adventure, Animation",2022,tt15447890,6.2,1900,
"Neeya Naana",tv,Talk-Show,2006,tt2575614,9.2,80,
"Unsellable Houses",tv,Reality-TV,2019,tt12007528,6.7,549,
"OK Computer",tv,"Comedy, Crime, Mystery",2021,tt14182442,5.5,1600,
"The Legend of Heroes: Trails of Cold Steel - Northern War",tv,"Action, Adventure, Animation",2023,tt14206996,5.9,113,
"Say Hello to Black Jack",tv,Drama,2003,tt2377356,4.6,23,
"Pareto's Miscalculation",tv,"Crime, Mystery",2020,tt11348408,6.5,12,
"America's Most Wanted",tv,"Crime, Documentary, Reality-TV",2021,tt11710016,7.3,138,
,tv,Drama,2021,,,,
Smother,tv,"Crime, Drama, Mystery",2021,tt11719808,6.6,2408,
,tv,Drama,2016,,,,
"AMAIM Warrior at the Borderline",tv,"Action, Animation, Sci-Fi",2021,tt15128210,5.7,121,
Mieruko-chan,tv,"Animation, Comedy, Fantasy",2021,tt14271890,7.1,3029,
"Hetalia: World Stars",tv,"Animation, Comedy",2021,tt13344434,7,90,
"Sushi Sumo",tv,Animation,2021,tt14821326,,,
"Rock Solid Builds",tv,Reality-TV,2021,tt14494456,8.7,104,
"Koala Man",tv,"Action, Adventure, Animation",2023,tt14307470,6.7,2246,
Risky,tv,"Drama, Romance, Thriller",2021,tt14324022,6.8,33,
"Takt Op. Destiny",tv,"Action, Adventure, Animation",2021,tt14935960,6.7,2370,
,tv,Drama,2021,,,,
"Towako Omameda and Her Three Ex-husbands",tv,Comedy,2021,tt15061408,7.7,539,
,tv,"Comedy, Drama",2021,,,,
"Life's Punchline",tv,"Comedy, Drama",2021,tt15073094,7.7,597,
"No Doubt in Us",tv,"Animation, Comedy, Fantasy",2021,tt26596306,8,293,
"Muteking the Dancing Hero",tv,"Animation, Comedy, Musical",2021,tt14338604,4.7,15,
"The Case Study of Vanitas",tv,"Animation, Fantasy, Horror",2021,tt14641098,7.6,3372,
"Santa Evita",tv,"Biography, Drama",2022,tt11563256,6.8,1067,
"The Dropout",tv,"Biography, Drama",2022,tt10166622,7.5,40253,
"Stove Tots",tv,Reality-TV,2017,tt7682310,6.9,16,
"Your Garden Made Perfect",tv,Reality-TV,2021,tt13873390,7.5,85,
Pride,tv,"Documentary, History",2021,tt8682114,7.3,565,
"CSI: Vegas",tv,"Crime, Drama, Mystery",2021,tt12887536,7.4,10747,
"Tiny House Hunters",tv,Reality-TV,2014,tt4799404,6.3,258,
"Liar Liar",tv,"Animation, Comedy, Drama",2023,tt28100910,5.8,522,
,tv,Drama,2021,,,,
,tv,Drama,2021,,,,
,tv,"Action & Adventure",2021,,,,
"Janet Jackson.",tv,"Biography, Documentary",2022,tt14171256,7.7,1502,
"The Great House Revival",tv,"Documentary, Reality-TV",2018,tt31957835,6.8,24,
"Fuuto PI",tv,"Action, Adventure, Animation",2022,tt14377292,6.8,299,
"Obey Me!",tv,"Animation, Comedy, Fantasy",2021,tt15077804,6.3,124,
"On the Banks of the River",tv,Drama,2021,tt14376890,,,
,tv,,2021,,,,
,tv,Drama,2021,,,,
"Girl Gun Lady",tv,Action,2021,tt14405166,7.5,73,
,tv,Comedy,2021,,,,
"WWE's Most Wanted Treasures",tv,Reality-TV,2021,tt12821318,7.5,417,
"Saikô no obahan Nakajima Haruko",tv,Drama,2021,tt14433820,7,11,
Nemesis,tv,"Comedy, Crime, Mystery",2021,tt14444722,6.2,49,
"So I Married My Anti-Fan",tv,"Comedy, Music, Romance",2021,tt14518610,7.2,2537,
"Greta Thunberg: A Year to Change the World",tv,Documentary,2021,tt11891770,5.2,647,
,tv,Drama,2020,,,,
"My Dress-Up Darling",tv,"Animation, Comedy, Romance",2022,tt15765670,7.9,19390,
"The Food That Built America Snack Sized",tv,History,2021,tt15801912,8.4,40,
,tv,"Drama, Crime",2021,,,,
"The Great Jahy Will Not Be Defeated!",tv,"Animation, Comedy, Fantasy",2021,tt14470072,6.6,564,
,tv,Reality,2021,,,,
,tv,Drama,2021,,,,
,tv,"Drama, Mystery",2021,,,,
"Jimoto ni kaerenai wake-ari danshi no 14 no jijô",tv,Drama,2021,tt14478362,,,
,tv,"Mystery, Drama, Family",2021,,,,
"Skeleton Knight in Another World",tv,"Action, Adventure, Animation",2022,tt14476236,7,2436,
,tv,"Mystery, Comedy",2021,,,,
,tv,Drama,2021,,,,
"Mukô no hate",tv,Drama,2021,tt14650246,6.8,11,
"If I'd Kissed Her",tv,"Comedy, Fantasy, Romance",2021,tt14180844,7.2,36,
,tv,Drama,2019,,,,
,tv,Comedy,,,,,
,tv,"Drama, Comedy, Documentary",2021,,,,
,tv,"Comedy, Drama",2021,,,,
,tv,Drama,2021,,,,
,tv,Drama,2017,,,,
"Deaimon: Recipe for Happiness",tv,"Animation, Comedy, Drama",2022,tt14489130,7,317,
A3,tv,Drama,2021,tt11418444,8.5,13,
"Rudra: The Edge of Darkness",tv,"Crime, Drama, Mystery",2022,tt14486948,6.7,9150,
Anna,tv,"Adventure, Drama, Horror",2021,tt11199132,7,1060,
,tv,Drama,2021,,,,
"How I Met Your Father",tv,"Comedy, Drama",2022,tt14500082,5.6,27997,
"Akahana no sensei",tv,Drama,2009,tt1491639,6.7,11,
"Â, rabuhoteru gôka-ban",tv,Drama,2014,tt12881090,,,
"NCIS: Hawai'i",tv,"Action, Adventure, Crime",2021,tt14218674,6.7,10995,
HouseBroken,tv,"Animation, Comedy",2021,tt9610166,6.4,2287,
"The Dawn of the Witch",tv,"Action, Adventure, Animation",2022,tt15766292,5.8,487,
"Sonny Boy",tv,"Animation, Drama, Mystery",2021,tt14642342,7.6,2567,
,tv,"Drama, Family, Sci-Fi & Fantasy",2021,,,,
,tv,Drama,1994,,,,
"180 Byou de Kimi no Mimi wo Shiawase ni Dekiru ka?",tv,"Animation, Comedy",2021,tt15128000,4.9,65,
"The King of TV",tv,"Biography, Drama",2022,tt15451730,7.4,617,
,tv,,2020,,,,
"Chat Noir Lucy",tv,Comedy,2012,tt2180152,,,
,tv,Drama,1982,,,,
,tv,"Drama, Comedy",2016,,,,
"Pro Golfer Hana",tv,Drama,2010,tt1685411,,,
,tv,Drama,2010,,,,
"The Cleaning Lady",tv,"Crime, Drama, Thriller",2022,tt11188682,7,12362,
"Crime Scene Kitchen",tv,Reality-TV,2021,tt14409846,7.6,808,
"Himawari Miyazaki rejendo",tv,Drama,2020,tt19433134,,,
,tv,Crime,2018,,,,
,tv,,,,,,
Blippi,tv,Family,2014,tt6594882,5.9,695,
"Abbott Elementary",tv,Comedy,2021,tt14218830,8.2,45600,
"November Story",tv,"Crime, Mystery, Thriller",2021,tt12299774,7.6,7191,
,tv,"Action & Adventure, Sci-Fi & Fantasy, Animation",1994,,,,
"The Titans That Built America",tv,"Documentary, Drama",2021,tt14357532,8.1,424,
"Shin Tennis no Ouji-sama: Hyoutei vs Rikkai - Game of Future",tv,"Animation, Sport",2021,tt12451810,6.5,14,
,tv,"Animation, Sci-Fi & Fantasy, Action & Adventure",2013,,,,
"Chopped Next Gen",tv,Reality-TV,2021,tt14263256,4.6,61,
,tv,Drama,2021,,,,
"9/11: One Day in America",tv,"Documentary, History",2021,tt14734548,9.2,5198,
Aoashi,tv,"Animation, Comedy, Drama",2022,tt15792808,8.1,3770,
"Rookie Cops",tv,"Drama, Romance",2022,tt17473062,7.4,1443,
Moving,tv,"Action, Adventure, Fantasy",2023,tt24640580,8.4,14128,
"How to Be a Carioca",tv,Comedy,2023,tt2401193,7.7,210,
,tv,Drama,2019,,,,
Dinosaur,tv,Comedy,2024,tt31064044,7.3,792,
Vanda,tv,"Crime, Drama",2022,tt15316232,7,140,
