title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Bayonetta: Bloody Fate",movie,"Action, Animation, Fantasy",2013,tt3306776,5.7,1787,
"Pandora's Box",movie,Drama,2009,tt1339478,6.8,43,
Poltergeist,movie,"Fantasy, Horror, Thriller",2015,tt1029360,4.9,63273,
"Welcome Home, Hayabusa",movie,Drama,2012,tt1851033,5.3,33,
Tugumi,movie,Drama,1990,tt0100820,6.4,170,
"Rob the Mob",movie,"Biography, Crime, Drama",2014,tt2481480,6.3,12126,
"The Lazarus Effect",movie,"Horror, Mystery, Sci-Fi",2015,tt2918436,5.2,47579,
Firestorm,movie,"Action, Crime, Thriller",2013,tt3341072,6.2,3131,
"Kiri no hata",movie,"Crime, Drama",1965,tt1363113,7.3,201,
"The Serialist",movie,Mystery,2013,tt2656120,5.8,42,
"Steal My Heart",movie,"Comedy, Crime, Romance",2013,tt3694790,6.2,801,
"True Story",movie,"Biography, Crime, Drama",2015,tt2273657,6.3,74677,
"Yves Saint Laurent",movie,"Biography, Drama",2014,tt2707858,6.2,13492,
"Christmas Belle",movie,"Drama, Family, Romance",2013,tt3068466,5.1,2190,
Strangerland,movie,"Drama, Mystery, Thriller",2015,tt2325977,5.2,10369,
Control,movie,"Crime, Mystery, Sci-Fi",2013,tt2550112,6,286,
Damejin,movie,Comedy,2006,tt1020009,6,77,
"Dawn of a New Day: The Man Behind VHS",movie,"Biography, Drama",2002,tt0329177,6.9,113,
"Hitman: Agent 47",movie,"Action, Adventure, Crime",2015,tt2679042,5.7,99394,
"Anjelah Johnson: The Homecoming Show",movie,"Comedy, Documentary",2013,tt3499286,6.7,334,
"The Popcorn Chronicles",movie,"Action, Comedy",2014,tt2378936,4.3,797,US
"Seventh Code",movie,"Mystery, Thriller",2013,tt3265404,5.8,663,
"Tora-san, His Tender Love",movie,Comedy,1970,tt0125970,6.6,208,
"Far from the Madding Crowd",movie,"Drama, Romance",2015,tt2935476,7.1,55906,
"Happy Valley",movie,"Documentary, Drama, Sport",2014,tt2171902,7,1329,
"Moratoriamu Tamako",movie,"Comedy, Drama",2013,tt3134060,6.5,824,
"Tora-san's Dream of Spring",movie,"Comedy, Romance",1979,tt0079685,6.7,106,
"Tora-san's Runaway",movie,Comedy,1970,tt0066190,6.7,177,
"Moon Mask Rider",movie,"Action, Adventure, Fantasy",1981,tt0203520,5.9,63,
"The Scribbler",movie,"Drama, Mystery, Sci-Fi",2014,tt2396721,5.3,5272,
"Hot Young Bloods",movie,"Comedy, Drama, Romance",2014,tt3579990,6.7,2092,
"Tora-san's Shattered Romance",movie,Comedy,1971,tt0071953,6.7,166,
"Kiki's Delivery Service",movie,"Adventure, Comedy, Fantasy",2014,tt2865558,5.7,1073,
"Tora-san, the Good Samaritan",movie,Comedy,1971,tt0067539,6.9,135,
"The Wedding Ringer",movie,"Comedy, Romance",2015,tt0884732,6.6,83096,
"Love on Sunday: Last Words",movie,"Drama, Romance",2007,tt1194614,6.6,99,
"Imperial Dreams",movie,Drama,2014,tt3331028,6.7,4894,
"Madame Bovary",movie,"Drama, Romance",2014,tt2334733,5.7,9132,
"Tora-san's Love Call",movie,Comedy,1971,tt0067540,7.2,142,
"And So It Goes",movie,"Comedy, Drama, Romance",2014,tt2465146,5.9,15832,
Housebound,movie,"Comedy, Horror, Mystery",2014,tt3504048,6.7,39002,
"The Snow White Murder Case",movie,"Crime, Drama, Mystery",2014,tt3096712,6.9,2179,
Kaleidoscope,movie,Documentary,1999,tt2224323,5.9,44,
"The Devil's Path",movie,Thriller,2013,tt2565752,6.6,1285,
"Hostage of an Illusion",movie,"Crime, Drama, Romance",2012,tt1815893,5.8,99,
"Tora-san's Dear Old Home",movie,Comedy,1972,tt0069051,6.7,137,
"The Pinkie",movie,"Action, Comedy, Drama",2014,tt3385490,6.2,52,
"Boy's Choir",movie,"Drama, Music",2000,tt0233595,6.5,264,
"The Most Beautiful Night in the World",movie,"Comedy, Drama",2008,tt1233491,7,92,
"San Andreas",movie,"Action, Adventure, Thriller",2015,tt2126355,6.1,268205,
"Among the Living",movie,"Horror, Thriller",2014,tt2473750,5.5,2658,
"Department Q: The Absent One",movie,"Crime, Drama, Mystery",2014,tt3140100,7.1,27824,
"Mameshiba Cubbish Puppy",movie,Drama,2009,tt1305909,6.1,29,
Jossy's,movie,"Action, Comedy, Sci-Fi",2014,tt3413690,5.5,179,
"Tora-san's Dream-Come-True",movie,Comedy,1972,tt0069052,6.8,125,
"The Next Generation Patlabor: Tokyo War",movie,"Action, Drama, Mystery",2015,tt3216086,4.3,217,
"The Little House",movie,"Drama, Romance",2014,tt2530392,7.2,1502,
"Crying 100 Times: Every Raindrop Falls",movie,"Drama, Romance",2013,tt2345126,6,86,
"The November Man",movie,"Action, Adventure, Crime",2014,tt2402157,6.3,72231,
"Nippon no Don: Yabohen",movie,"Crime, Drama",1977,tt0076461,6.6,64,
"The Great Okinawa Yakuza War",movie,"Action, Crime, Drama",1976,tt0183594,6.7,157,
"Je T'aime: I Am a Beast",movie,,2008,tt1326989,6.7,14,
"The Forger",movie,"Crime, Drama, Thriller",2014,tt2376218,5.8,13794,
"Pecoross' Mother and Her Days",movie,"Comedy, Drama, Family",2013,tt2210842,6.9,219,
"Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran",movie,"Adventure, Animation, Drama",2013,tt2323836,7.3,2950,
"Times of Joy and Sorrow",movie,Drama,1957,tt0051211,7.1,165,
"The Gate of Youth",movie,Drama,1981,tt0203101,6.6,72,
"Night Flight",movie,Drama,2014,tt3506934,7.5,1507,
"Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon",movie,Animation,2011,tt2141749,6.8,144,
"Tokyo Bordello",movie,Drama,1987,tt0204750,6.4,264,
Focus,movie,"Comedy, Crime, Drama",2015,tt2381941,6.6,287667,
"Fujimi nichoume koukyou gakudan shirîzu: Kanrei zensen kondakutâ",movie,Drama,2012,tt2132332,5.3,102,
"The Star of Cottonland",movie,"Animation, Drama, Fantasy",1984,tt1647467,6.9,105,
"The Water Diviner",movie,"Drama, History, War",2014,tt3007512,7,79645,
"Paul Blart: Mall Cop 2",movie,"Action, Comedy, Crime",2015,tt3450650,4.5,43030,
"Violent Panic: The Big Crash",movie,"Action, Crime",1976,tt0325140,7,218,
"Train Brain Express",movie,Drama,2011,tt1728599,6.1,140,
"Point Break",movie,"Action, Adventure, Crime",2015,tt2058673,5.3,67959,
"Love Under the Crucifix",movie,"Drama, Romance",1962,tt0203751,6.8,331,
"Kiba: Ankoku kishi gaiden",movie,"Action, Drama, Fantasy",2011,tt2075230,6.9,64,
"The Intern",movie,"Comedy, Drama",2015,tt2361509,7.1,295758,
Someday,movie,Drama,2011,tt1753965,6.8,87,
"Jinsei gekijô: Hishakaku",movie,Crime,1963,tt0057199,7.6,69,
"Tamako Love Story",movie,"Animation, Comedy, Drama",2014,tt3413018,7,3318,
"Detective Conan: The Sniper from Another Dimension",movie,"Action, Adventure, Animation",2014,tt3455204,6.7,1898,
"Vanished Girl in the Woods",movie,Horror,2011,tt2032506,5.3,107,
"Tora-san's Lovesick",movie,Comedy,1974,tt0071954,6.7,127,
"Alpha Alert",movie,"Crime, Drama, Horror",2013,tt2363181,4.7,1271,
"The Loyal 47 Ronin",movie,Drama,1958,tt0198371,7.3,358,
"Macross FB7 Listen to My Song!",movie,"Action, Animation, Music",2012,tt3709868,5.1,46,
"Man in Love",movie,"Drama, Romance",2014,tt3479250,6.9,1260,
"Paris Follies",movie,Comedy,2014,tt3104572,6.4,1075,
Carol,movie,"Drama, Romance",2015,tt2402927,7.2,149314,
"The Legend of Tarzan",movie,"Action, Adventure, Drama",2016,tt0918940,6.2,193974,
Monster,movie,"Action, Drama, Thriller",2014,tt3589450,6.4,1930,
"Gekijouban Tenisu no oujisama: Eikokushiki teikyujou kessen!",movie,"Animation, Sport",2011,tt1920939,6.6,58,
"Fantastic Beasts and Where to Find Them",movie,"Adventure, Family, Fantasy",2016,tt3183660,7.2,526892,
"A Liar and a Broken Girl",movie,"Drama, Romance",2010,tt1661309,6,487,
Scintilla,movie,"Horror, Sci-Fi",2014,tt2798456,4.6,2033,
"Wild Detective",movie,"Action, Crime, Drama",1976,tt2023831,6.3,59,
"Lupin the Third: The Gravestone of Daisuke Jigen",movie,"Action, Animation, Crime",2014,tt3830998,7.2,1133,
"Hunting List",movie,"Action, Crime",1994,tt0111836,5.3,188,
"Tora-san's Lullaby",movie,Comedy,1974,tt0071955,6.2,107,
"American Ultra",movie,"Action, Comedy",2015,tt3316948,6.1,98712,
"8000 Miles 2: Girl Rappers",movie,"Comedy, Drama, Music",2010,tt1603370,5.8,72,
"SR: Saitama no rappâ - Rôdosaido no toubousha",movie,"Comedy, Drama, Music",2012,tt1739224,5.9,522,
"Where Spring Comes Late",movie,Drama,1970,tt0067296,7.6,308,
"Tora-san's Rise and Fall",movie,Comedy,1975,tt0073498,7,140,
"Serial Bad Weddings",movie,Comedy,2014,tt2800240,7,47065,
Babysitting,movie,Comedy,2014,tt3013602,6.8,12838,
"Hunting Rifle",movie,Drama,1961,tt0055389,6.6,58,
"Shinjuku Swan",movie,"Action, Crime, Drama",2015,tt3148576,6,1306,
"Ani to sono imôto",movie,Drama,1939,tt0272450,6.7,91,
"Boy Meets Girl",movie,"Comedy, Drama, Romance",2014,tt3007302,7.1,5113,
"Game of Seduction",movie,Drama,1976,tt0075369,5.1,206,
"Hope and Pain",movie,Drama,1988,tt0123789,6.4,69,
"Knock Knock",movie,"Crime, Thriller",2015,tt3605418,4.9,111178,
Yaju-deka,movie,"Action, Drama",1982,tt0135062,6.9,36,
"Tokumei Sentai Go-Busters: The Movie - Protect the Tokyo Enetower!",movie,"Action, Adventure, Sci-Fi",2012,tt2194402,5.6,48,
"18 Who Cause a Storm",movie,"Action, Crime, Drama",1963,tt0056836,6.6,163,
"The Incident",movie,"Sci-Fi, Thriller",2014,tt3528756,6.3,4836,
"The Obscure Spring",movie,Drama,2014,tt2360310,6,1029,
"Zyuden Sentai Kyoryuger vs. Go-Busters: Dinosaur Great Battle! Farewell, Eternal Friends",movie,"Action, Adventure, Sci-Fi",2014,tt3295046,7.6,96,
"Alter Ego",movie,Horror,2002,tt0419979,4.7,127,
"Documentary of AKB48: No Flower Without Rain",movie,"Documentary, Music",2013,tt2476448,7.6,108,
Room,movie,"Drama, Thriller",2015,tt3170832,8.1,469679,
Shiosai,movie,"Drama, Romance",1975,tt0348003,5.9,69,
Homeland,movie,Drama,2014,tt2994962,6.8,112,
"Magic Mike XXL",movie,"Comedy, Drama, Music",2015,tt2268016,5.6,62750,
Mommy,movie,Drama,2014,tt3612616,8,64159,
"Force Majeure",movie,"Comedy, Drama",2014,tt2121382,7.2,70748,
"Wild Card",movie,"Action, Crime, Drama",2015,tt2231253,5.6,62706,
"Metro ni notte",movie,Drama,2006,tt0810085,6.2,196,
"Kamen Rider Wizard in Magic Land",movie,"Action, Adventure, Fantasy",2013,tt2952076,7.2,105,
"Kamen Rider V3 vs. Destron Mutants",movie,"Action, Adventure, Drama",1973,tt0156676,5.5,105,
Pan,movie,"Adventure, Comedy, Family",2015,tt3332064,5.7,68550,
"Ask This of Rikyu",movie,"Biography, Drama, History",2013,tt2500392,6.6,223,
"Kikaider: The Ultimate Human Robot",movie,Action,2014,tt3502284,5.4,166,
Arcana,movie,"Horror, Thriller",2013,tt2824006,5.1,127,
"Man on High Heels",movie,"Action, Drama",2014,tt3837196,6.6,1513,
"Tora-san, the Intellectual",movie,Comedy,1975,tt0073497,6.7,104,
"Happiness Charge Pretty Cure!: Ningyou no Kuni no Ballerina",movie,"Action, Adventure, Animation",2014,tt13386730,8.4,20,
"Space Battleship Yamato 2199: Odyssey of the Celestial Ark",movie,"Action, Animation, Drama",2014,tt3222236,7.1,218,
"The Similars",movie,"Horror, Mystery, Sci-Fi",2015,tt3949658,5.8,4495,
"Warau Iemon",movie,"Drama, Horror",2004,tt0399866,5.5,101,
"Kamen Rider Agito: Project G4",movie,"Action, Adventure, Drama",2001,tt1967539,6.3,192,
"Video Games: The Movie",movie,"Documentary, History",2014,tt3214002,6.1,5629,
Roommate,movie,"Drama, Horror, Thriller",2013,tt2998364,5.6,468,
Again,movie,Drama,2013,tt2349910,6.2,32,
"Kamen Rider Movie War the Fateful Sengoku Battle: Kamen Rider vs. Kamen Rider Gaim & Wizard",movie,"Action, Adventure, Fantasy",2013,tt3340098,6.9,93,
"A Hard Day",movie,"Action, Crime, Thriller",2014,tt3697626,7.2,17730,
"Mourning Recipe",movie,Drama,2013,tt2493456,6.4,138,
2:22,movie,"Drama, Mystery, Romance",2017,tt1131724,5.7,26726,
Obsessed,movie,Drama,2014,tt3303730,6.3,2835,
"It Follows",movie,"Horror, Mystery, Thriller",2014,tt3235888,6.8,288275,
"Super Hero Taisen Kamen Rider feat. Super Sentai: Heisei Rider vs. Showa Rider",movie,Action,2014,tt3472586,6.4,178,
"Urutoraman Zofuii",movie,Sci-Fi,1984,tt0207175,5.6,44,
"Urutoraman sutori",movie,Sci-Fi,1984,tt0189169,6.4,85,
"The Last Survivors",movie,"Action, Sci-Fi, Thriller",2014,tt2558318,5.3,4047,
Skiptrace,movie,"Action, Adventure, Comedy",2016,tt2238032,5.6,23307,
"Devil Angel",movie,"Drama, Romance, Thriller",1995,tt0320109,5.1,167,
"Dead Angle",movie,"Action, Crime, Drama",1979,tt0079262,7.1,58,
"K: Missing Kings",movie,"Action, Animation, Fantasy",2014,tt3794204,6.8,1014,
"New Initial D the Movie: Legend 1 - Awakening",movie,"Action, Animation, Sport",2014,tt3971764,7.2,486,
"Love & Mercy",movie,"Biography, Drama, Music",2014,tt0903657,7.4,44457,
"The Program",movie,"Biography, Drama, Sport",2015,tt3083008,6.5,20039,
"An Eye for Beauty",movie,Drama,2014,tt2414040,5.4,1637,
"Samurai Sentai Shinkenger Returns: Special Act",movie,Action,2010,tt2365867,7.2,40,
"Kamen Rider Gaim: Great Soccer Battle! Golden Fruits Cup!",movie,"Action, Adventure, Fantasy",2014,tt3753372,6.3,123,
"Untama giru",movie,"Comedy, Drama, Fantasy",1989,tt0124189,7.1,101,
"Journey Into Solitude",movie,Drama,1972,tt0222425,6.7,210,
"Zyuden Sentai Kyoryuger: 100 Years After",movie,Action,2014,tt3643996,7.1,46,
"Documentary of AKB48: Show Must Go On",movie,"Documentary, Music",2012,tt2136879,8,89,
"My House",movie,Drama,2012,tt2285597,7.5,19,
Jinkusu!!!,movie,Romance,2013,tt2691040,6.6,155,
"Uchuu Keiji Shaider Next Generation",movie,Sci-Fi,2014,tt3744464,7.1,46,
"Uchuu Keiji Sharivan Next Generation",movie,"Action, Sci-Fi",2014,tt3744460,7.3,66,
Monsutâzu,movie,"Drama, Sci-Fi",2014,tt3024404,5.5,554,
Geostorm,movie,"Action, Sci-Fi, Thriller",2017,tt1981128,5.3,128129,
Everly,movie,"Action, Thriller",2014,tt1945084,5.1,20082,
"Miracle in Four Days",movie,Romance,2005,tt0489590,7.1,36,
"The Runner",movie,Drama,2015,tt3687398,4.7,6121,
"Playing It Cool",movie,"Comedy, Romance",2014,tt2139555,5.9,31322,
"Final Girl",movie,"Horror, Thriller",2015,tt2124787,4.7,17634,
"Sweet Poolside",movie,"Comedy, Drama, Romance",2014,tt3158218,6,76,
"Atashin'chi the Movie",movie,"Adventure, Animation, Comedy",2003,tt1298836,6.4,64,
"Girl's Blood",movie,"Action, Drama",2014,tt3456784,5.3,439,
Puzzle,movie,"Horror, Thriller",2014,tt3492330,5.5,300,
"Mechanic: Resurrection",movie,"Action, Adventure, Thriller",2016,tt3522806,5.7,99115,
"Mission Impossible: Samurai",movie,"Action, Comedy, History",2014,tt3290714,6.2,301,
"The Extreme Sukiyaki",movie,Comedy,2013,tt2641826,6.8,81,
"The Lego Movie 2: The Second Part",movie,"Adventure, Animation, Comedy",2019,tt3513498,6.5,81526,
"Ghar Sansar",movie,"Comedy, Drama",1986,tt0154532,5.4,110,
"Chîchan wa sôkyû no mukô",movie,Romance,2008,tt1173697,5.6,17,
"The Divine Move",movie,"Action, Crime, Drama",2014,tt3419894,6.6,2722,
"War for the Planet of the Apes",movie,"Action, Adventure, Drama",2017,tt3450958,7.4,317447,
"Kundo: Age of the Rampant",movie,"Action, Drama",2014,tt2972482,6.8,4019,
"Tora-san's Heart of Gold",movie,Comedy,1976,tt0075025,6.8,100,
"Oh! Brothers",movie,"Comedy, Drama, Family",2003,tt0376018,5.8,180,
Live,movie,"Action, Comedy, Horror",2014,tt3556584,5.1,182,
"A Class to Remember 2",movie,Drama,1996,tt0116386,6.7,139,
"The Light Between Oceans",movie,"Drama, Romance",2016,tt2547584,7.2,61808,
"Sister Game",movie,Comedy,2014,tt3708102,5.1,29,
"Fires on the Plain",movie,"Drama, War",2014,tt3893038,6.7,926,
"Haganai: I Don't Have Many Friends",movie,"Comedy, Drama",2014,tt3084328,5.1,146,
"Fate/stay night [Heaven's Feel] I. presage flower",movie,"Action, Adventure, Animation",2017,tt4054952,7.4,4120,
"Still Alice",movie,Drama,2014,tt3316960,7.5,147776,
"Who Am I",movie,"Crime, Drama, Mystery",2014,tt3042408,7.4,65162,
"Welcome to Me",movie,"Comedy, Drama",2014,tt2788716,5.9,20078,
"Shadow of Deception",movie,"Crime, Drama, Romance",1971,tt0203720,6.6,80,
"Pretty Cure All Stars New Stage 3: Eien no Tomodachi",movie,"Action, Adventure, Animation",2014,tt3912856,7.4,13,
"Doraemon: New Nobita's Great Demon-Peko and the Exploration Party of Five",movie,"Action, Adventure, Animation",2014,tt3949650,6.9,1496,
"Max Steel",movie,"Action, Adventure, Fantasy",2016,tt1472584,4.6,21203,
"Tora-san Meets His Lordship",movie,Comedy,1977,tt0076510,6.8,118,
"Adventure in Tokyo",movie,"Comedy, Drama",1952,tt0322592,7.3,51,
"Hibi Rock: Puke Afro and the Pop Star",movie,"Comedy, Music",2014,tt3579168,5.6,70,
Swung,movie,"Comedy, Drama, Romance",2015,tt2243260,4.7,1358,
"Ultraman Cosmos: The First Contact",movie,"Action, Adventure, Family",2001,tt0339847,6.2,142,
"Saint Seiya: Legend of Sanctuary",movie,"Action, Animation, Fantasy",2014,tt2231489,5.4,4827,
"Proof of the Man",movie,"Crime, Drama",1977,tt0076460,6.5,474,
"The Light Shines Only There",movie,Drama,2014,tt3039932,6.6,697,
Shazam!,movie,"Action, Adventure, Comedy",2019,tt0448115,7,401955,
"American Muscle",movie,"Action, Crime, Drama",2014,tt2389162,4.2,1079,
"Enoshima Prism",movie,"Comedy, Sci-Fi",2013,tt2934686,6,210,
"Season of the Sun",movie,Drama,1956,tt0270685,6.4,115,
"Jusei: Last Drop of Blood",movie,"Action, Crime, Drama",2003,tt1235065,6.1,36,
"Deep Red Love",movie,Thriller,2013,tt3215844,6.2,96,
"Watashi no Hawaii no arukikata",movie,"Comedy, Romance",2014,tt3240086,5.9,49,
"Lingering Spirits",movie,"Comedy, Fantasy",2014,tt3398978,6.8,111,
"ST: Red and White Investigation File - The Movie",movie,Thriller,2015,tt3952246,6.4,96,
"Secret in Their Eyes",movie,"Crime, Drama, Mystery",2015,tt1741273,6.3,53811,
Tracers,movie,"Action, Crime, Drama",2015,tt2401097,5.6,20525,
"The Family Fang",movie,"Comedy, Drama, Mystery",2015,tt2097331,6.1,10389,
Unlocked,movie,"Action, Thriller",2017,tt1734493,6.3,40013,
"A Record of Sweet Murder",movie,Horror,2014,tt3689908,6.3,648,
Assassination,movie,"Action, Drama, Thriller",2015,tt3501416,7.2,8464,
"Now You See Me 2",movie,"Action, Adventure, Comedy",2016,tt3110958,6.4,340856,
"The Bye Bye Man",movie,"Drama, Fantasy, Horror",2017,tt4030600,4.3,27092,
"Detective Story",movie,"Crime, Drama, Mystery",1983,tt0217080,6.2,241,
"One Third",movie,"Crime, Drama",2014,tt2727322,6.3,240,
"Thomas & Friends: Tale of the Brave",movie,"Adventure, Animation, Comedy",2014,tt3282174,6.4,376,
"Kong: Skull Island",movie,"Action, Adventure, Fantasy",2017,tt3731562,6.7,364492,
"Inside Men",movie,"Action, Crime, Drama",2015,tt3779028,7,4447,
"The Disappointments Room",movie,"Drama, Horror, Thriller",2016,tt2364897,3.9,11237,
"Samayô kemono",movie,Drama,2013,tt2498024,6.3,20,
"The Wailing",movie,"Drama, Horror",2016,tt5215952,7.4,91825,
Kidnap,movie,"Action, Crime, Thriller",2017,tt1458169,5.9,40358,
"Otoko wa tsurai yo: Torajiro gambare!",movie,Comedy,1977,tt0076509,6.5,99,
"Maze Runner: The Scorch Trials",movie,"Action, Adventure, Sci-Fi",2015,tt4046784,6.3,293910,
"Pete's Dragon",movie,"Action, Adventure, Comedy",2016,tt2788732,6.7,63205,
"Coming with My Brother!",movie,"Drama, Romance, Short",2006,tt0846054,5.7,28,
"What Is Your Name?",movie,"Drama, Romance",1953,tt1954577,6.8,53,
"Tokyo Refugees",movie,Drama,2014,tt2638140,6.4,110,
Misfire,movie,Action,2014,tt3207160,3.1,845,
"The Taking of Tiger Mountain",movie,"Action, Adventure, History",2014,tt3950078,6.4,3479,
"The Go-Go Boys: The Inside Story of Cannon Films",movie,Documentary,2014,tt3571904,6.5,642,
"The Boss Baby",movie,"Adventure, Animation, Comedy",2017,tt3874544,6.3,150703,
"Operation Ragnarok",movie,"Action, Drama, Sci-Fi",2018,tt1826956,3.1,689,
Iris,movie,"Biography, Documentary, History",2014,tt4157220,7.1,4692,
"Five Minutes to Tomorrow",movie,"Drama, Romance",2014,tt3793116,5.7,163,
Burnt,movie,"Comedy, Drama",2015,tt2503944,6.6,138774,
"Man Down",movie,"Drama, Thriller, War",2015,tt2461520,6,11560,
"Deepwater Horizon",movie,"Action, Drama, History",2016,tt1860357,7.1,192508,
"Whistle Blower",movie,"Crime, Drama, Mystery",2014,tt4034414,6.8,670,
"Toriko the Movie: Secret Recipe of Gourmet God!",movie,Animation,2013,tt3852404,6.9,72,
"The Furthest End Awaits",movie,Drama,2014,tt3524792,7,307,
"Ada: Part 2",movie,Horror,2013,tt3018064,6.6,31,
"Psycho-Pass: The Movie",movie,"Action, Animation, Crime",2015,tt4219130,7.1,4802,
"Fatal Frame",movie,Horror,2014,tt3684484,5.7,694,
"The Idolmaster Movie: Beyond the Brilliant Future!",movie,"Animation, Drama, Music",2014,tt3306854,6.7,138,
"Blue Demon",movie,"Horror, Sci-Fi",2014,tt3686278,3.9,248,
"Fashion King",movie,"Drama, Romance",2014,tt3485192,5.3,398,
"My Love, My Bride",movie,"Comedy, Romance",2014,tt4038966,6.4,871,
"Gutshot Straight",movie,"Crime, Thriller",2014,tt2252552,3.6,1969,
"Gangnam 1970",movie,"Action, Crime, Drama",2015,tt3698118,6.2,2262,
L.DK,movie,"Comedy, Drama, Romance",2014,tt2907640,6.1,1800,
"Suicide Squad",movie,"Action, Adventure, Fantasy",2016,tt1386697,5.9,743114,
"Wonder Woman",movie,"Action, Adventure, Fantasy",2017,tt0451279,7.3,721766,
Aquaman,movie,"Action, Adventure, Fantasy",2018,tt1477834,6.8,539576,
"Kita no hotaru",movie,Drama,1984,tt0459867,6.8,139,
"Capone Cries a Lot",movie,"Action, Comedy",1985,tt0089404,6.2,127,
"When It Rains, It Pours",movie,"Drama, Romance",1957,tt3523120,7.8,36,
"In the Hero",movie,Comedy,2014,tt3472210,6.6,92,
"The Island Closest to Heaven",movie,Drama,1984,tt0125549,6.2,216,
"August Without Emperor",movie,"Drama, Thriller",1978,tt0328049,6.7,87,
"Port of Flowers",movie,"Comedy, Drama",1943,tt0035964,6.4,199,
"The Smoke",movie,"Crime, Romance, Thriller",2014,tt2386353,4.2,389,
"The 5th Wave",movie,"Action, Adventure, Sci-Fi",2016,tt2304933,5.2,122431,
"Zhongkui: Snow Girl and the Dark Crystal",movie,"Action, Fantasy, Romance",2015,tt3585004,5.3,1456,
"Mojin: The Lost Legend",movie,"Action, Adventure, Drama",2015,tt4276752,5.9,4587,
"Comedy Central Roast of James Franco",movie,Comedy,2013,tt3098812,7.7,4556,
Leatherface,movie,"Crime, Horror, Thriller",2017,tt2620590,5,29902,
"Don't Breathe",movie,"Crime, Horror, Thriller",2016,tt4160708,7.1,319319,
"Vincent N Roxxy",movie,"Crime, Drama, Thriller",2016,tt3704298,5.5,2405,
Replicas,movie,"Action, Drama, Sci-Fi",2018,tt4154916,5.5,43989,
"Racing Extinction",movie,"Adventure, Documentary, News",2015,tt1618448,8.1,8364,
"Enchanted Kingdom",movie,Documentary,2014,tt1762233,7.5,853,
"The Trust",movie,"Action, Crime, Drama",2016,tt3733774,5.5,21529,
Equals,movie,"Drama, Romance, Sci-Fi",2015,tt3289728,6,33885,
"The Hunter's Prayer",movie,"Action, Thriller",2017,tt2674358,5.6,10808,
"Iron Sky: The Coming Race",movie,"Action, Adventure, Comedy",2019,tt3038708,5,12343,
"Ashi Hi Banwa Banwi",movie,Comedy,1988,tt0267277,9,2190,
"Jaisi Karni Waisi Bharni",movie,"Comedy, Drama",1989,tt0373935,5.7,314,
"Village of Doom",movie,"Crime, Drama",1983,tt0229820,6.6,246,
"Gekijouban Inazuma irebun Go vs. Danbôru senki W",movie,Animation,2012,tt3817058,7,20,
"Dragon Ball Z: Resurrection 'F'",movie,"Action, Adventure, Animation",2015,tt3819668,7.1,25010,
Imaandaar,movie,"Action, Crime, Drama",1987,tt0359457,5.3,103,
"The Bélier Family",movie,"Comedy, Drama, Music",2014,tt3547740,7.3,30714,
"Eiga Kureyon Shinchan: Gachinko! Gyakushuu no Robotôchan",movie,"Adventure, Animation, Comedy",2014,tt3871940,7.2,684,
"Die Dinge zwischen uns",movie,Drama,2008,tt1178122,6.2,95,
"Ashta Vinayak",movie,Drama,1979,tt0258431,8.8,95,
"Usotsuki paradokusu",movie,Romance,2013,tt2984080,5.1,80,
"A Good Husband",movie,Drama,2009,tt1343043,7.3,96,
"Recipes of Diet Diaries",movie,"Comedy, Drama",2013,tt2482480,5.7,32,
"Free and Easy: Samurai Edition",movie,"Comedy, Drama",1998,tt0373884,6.7,20,
"Out of This World",movie,"Drama, Music",2004,tt0371050,6.8,103,
"Stockholm, Pennsylvania",movie,"Drama, Thriller",2015,tt2481512,6,2750,
"Me and Earl and the Dying Girl",movie,"Comedy, Drama",2015,tt2582496,7.7,142539,
"Late Spring",movie,"Drama, Romance",2014,tt3243630,6.5,147,
"The Bronze",movie,"Comedy, Drama, Sport",2015,tt3859304,6.1,14028,
"Kickboxer: Vengeance",movie,"Action, Crime, Drama",2016,tt3082898,4.9,12572,
"Midnight Diner",movie,"Comedy, Drama",2014,tt3958276,7.5,2664,
"Last Days in the Desert",movie,"Drama, Fantasy, History",2015,tt3513054,5.6,4614,
"Turbo Kid",movie,"Action, Adventure, Comedy",2015,tt3672742,6.7,30573,
"The Secrets of the Golden Compass",movie,Documentary,2007,,,,
"La lengua del sol",movie,Drama,2017,tt5919394,6.2,44,
"Drive in Gamo",movie,Drama,2014,tt3924840,5.3,16,
"Typhoon Over Nagasaki",movie,Drama,1956,tt0051121,5.8,141,
"The Murder Case of Hana & Alice",movie,"Animation, Comedy, Crime",2015,tt4125300,7.1,2526,
"Beyond the Boundary Movie: I'll Be Here - Kako-hen",movie,"Action, Animation, Comedy",2015,tt4531412,6.6,707,
"Kinnikuman: Ubawareta champion belt",movie,Animation,1984,tt0389077,5.8,25,
"Another Battle",movie,"Action, Crime, Drama",2000,tt0269859,6.7,82,
"Jatra: Hyalagaad Re Tyalagaad",movie,"Comedy, Crime, Drama",2005,tt1634331,7,304,
"Girl House",movie,"Horror, Thriller",2014,tt2577172,5.5,10307,
"The Voice of Water",movie,Drama,2014,tt4296022,5.4,44,
